so_NAME	so_SHORTNAME	so_PID	so_productWave	so_colorWave	so_allTWave	so_ratioWave	so_keyW
RNA-binding protein 14	RBM14	Q96PK6	5.356920901513742	2	0.001786385	0.1639245726603959	1818
LIM and SH3 domain protein 1	LASP1	Q14847	4.765530389559434	2	0.0007318625	0.3230971962747194	622
Heterogeneous nuclear ribonucleoprotein R;Heterogeneous nuclear ribonucleoprotein Q	HNRNPR;SYNCRIP	O43390;O60506	4.666702212837212	2	0.00045680103	0.3987539432040096	33
Citrate synthase, mitochondrial	CS	O75390	4.434283098870502	2	0.0012556657	0.3455204028944739	1050
Peroxiredoxin-2	PRDX2	P32119	4.417314545433616	2	0.0030196153	0.2684515861954206	304
Transcription elongation factor B polypeptide 1	TCEB1	Q15369	4.386222521679592	2	0.010835709	0.1867163392317482	638
40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	RPS5	P46782	4.285405514794153	2	0.013022092	0.1894532400300584	364
Protein SCO2 homolog, mitochondrial	SCO2	O43819	4.164716183199758	2	0.002150984	0.3542026093160426	1028
RNA-binding protein 4;RNA-binding protein 4B	RBM4;RBM4B	Q9BWF3;Q9BQ04	3.798987604540713	2	0.025335431	0.2172283266965347	835
Cytochrome b ascorbate-dependent protein 3	CYB561A3	Q8NBI2	3.744519751411737	2	0.0028616099	0.4349344249494017	1697
Signal recognition particle 14 kDa protein	SRP14	P37108	3.740934704343065	2	0.036773294	0.202154851257023	325
ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	O00571;O15523;Q9NQI0	3.729228770612824	2	0.0143864	0.2703348024620902	10
TOX high mobility group box family member 4	TOX4	O94842;O94900;O15405	3.702126183804644	2	0.0047820215	0.3837563084284229	72
Thioredoxin-like protein 1	TXNL1	O43396	3.683065042458104	2	0.014266727	0.2798276726266115	34
V-type proton ATPase subunit E 1	ATP6V1E1	P36543	3.669621903122724	2	0.0075608282	0.3419384899121332	1306
Surfeit locus protein 4	SURF4	O15260	3.660106435322028	2	0.016897665	0.2701938701935441	26
Protein syndesmos	NUDT16L1	Q9BRJ7;Q96DE0	3.644560411577032	2	0.02668071	0.2380344315510176	819
40S ribosomal protein S20	RPS20	P60866	3.611075301449656	2	0.047600474	0.2046617591857815	440
ATP-binding cassette sub-family D member 3	ABCD3	P28288	3.599989384932698	2	0.0056333584	0.3920863020206564	1262
Kelch domain-containing protein 8B	KLHDC8B	Q8IXV7	3.578008559249497	2	0.0028081278	0.4909249831712327	717
40S ribosomal protein S28	RPS28	P62857	3.439956429719984	2	0.018713305	0.3052140019740788	493
Replication factor C subunit 5	RFC5	P40937	3.39618563684823	2	0.0044454453	0.4849470038241765	1319
BRCA1-associated ATM activator 1	BRAT1	Q6PJG6	3.389065569771692	2	0.0089615108	0.394624736189403	691
Nesprin-2	SYNE2	Q8WXH0	3.378213998019223	2	0.029075891	0.2789837425233571	753
Glutamate--cysteine ligase regulatory subunit	GCLM	P48507	3.277616818900974	2	0.0096447002	0.4169928317650849	372
Regulator of chromosome condensation	RCC1	P18754	3.265942100452186	2	0.0095711872	0.421350296880206	224
Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	P20674	3.195840072950126	2	0.011593275	0.4175305898213334	1222
Nuclear factor 1 C-type	NFIC	P08651;Q12857;Q14938	3.142785780593041	2	0.030790728	0.3228182865543043	152
Methylated-DNA--protein-cysteine methyltransferase	MGMT	P16455	3.128847172950685	2	0.015261875	0.4026351112548849	213
RNA-binding protein 8A	RBM8A	Q9Y5S9	3.073958213223285	2	0.019954668	0.3858193083825058	2095
Ceroid-lipofuscinosis neuronal protein 6	CLN6	Q9NWW5	3.006532847459596	2	0.04619468	0.314008440479858	1982
Interleukin enhancer-binding factor 3	ILF3	Q12906;Q96SI9	2.993585536716054	2	0.023539551	0.3881311976810876	1484
NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	O75489	2.941696415010394	2	0.013183472	0.4790585106428172	1055
Src substrate cortactin	CTTN	Q14247	2.86862087832877	2	0.028028801	0.4015842475413461	612
Golgin subfamily B member 1	GOLGB1	Q14789	2.858227237706657	2	0.018836498	0.4558947016883606	1536
RNA-binding protein 4;RNA-binding protein 4B	RBM4	Q9BWF3;Q9BQ04	2.848716566835336	2	0.025155792	0.4206363544879754	1879
Polypyrimidine tract-binding protein 1	PTBP1	P26599	2.840413859270164	2	0.015708204	0.4874950788890803	265
Prefoldin subunit 1	PFDN1	O60925	2.826120476255088	2	0.036746711	0.3812108468986015	58
Transmembrane protein 201	TMEM201	Q5SNT2	2.782853878281074	2	0.042880543	0.3749800634753131	1606
Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	P48735	2.753838490792237	2	0.047386166	0.3712621019257482	1342
Staphylococcal nuclease domain-containing protein 1	SND1	Q7KZF4	2.747918270630116	2	0.043549526	0.3823851073546513	1649
60S ribosomal protein L29	RPL29	P47914	2.7096913436955	2	0.019951766	0.4966589107106268	1335
Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	SUCLG1	P53597	2.673990452737932	2	0.036724359	0.4236824474857706	1375
Keratinocyte-associated transmembrane protein 2	KCT2	Q8NC54	2.666554379686723	2	0.024786357	0.4793770999337419	729
Casein kinase I isoform delta	CSNK1D	P48730	2.634488891873829	2	0.036630593	0.4357785656995674	375
Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	RAC1;RAC3;RAC2	P63000;P60763;P15153	2.608164295516694	2	0.030498061	0.4689686741433871	502
40S ribosomal protein S19	RPS19	P39019	2.518466545834055	2	0.044159908	0.446429831513123	329
Geranylgeranyl transferase type-2 subunit beta	RABGGTB	P53611	2.495290029026584	2	0.037652027	0.4759630858538806	417
Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form	PTGES2	Q9H7Z7	2.489703689759821	2	0.047629759	0.4451668071156148	1925
Tyrosine-protein kinase CSK	CSK	P41240	2.436284817138876	2	0.048817921	0.4585452018391957	341
Tyrosine--tRNA ligase, mitochondrial	YARS2	Q9Y2Z4	2.434514314452848	2	0.049726922	0.4565656003680659	2067
Breast carcinoma-amplified sequence 1	BCAS1	O75363	2.426048388449519	2	0.049551338	0.4597419587160095	64
SNW domain-containing protein 1	SNW1	Q13573	2.399714636407616	2	0.046625394	0.4768683272737672	1507
Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A	Q96AJ9	2.346189099995247	2	0.045322545	0.4991331559731721	773
Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	P19105;O14950	4.753684553792798	1	0.065650068	11.88376260178104	17
Myosin-10	MYH10	P35580	4.571785690714542	1	0.068876497	10.628431485903	319
Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle	ACTC1;ACTA1;ACTG2;ACTA2	P68032;P68133;P63267;P62736	4.2868123004544	1	0.12064014	10.32667661705058	515
Prohibitin	PHB	P35232	4.137356451323743	1	0.077443913	8.147422671081683	1298
Histone H3.1;Histone H3.1t;Histone H3.3C	HIST1H3A;HIST3H3;H3F3C	P68431;Q16695;Q6NXT2	3.931666107760403	1	0.33201945	10.94977736017924	1428
Myosin light polypeptide 6	MYL6	P60660	3.822878737224734	1	0.066382863	6.254673919679914	437
Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA	Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08;A0A2R8Y619	3.720162964927102	1	0.091341533	6.41225273855558	57
Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E	HIST1H2AJ;HIST1H2AH;H2AFJ;HIST2H2AC;HIST2H2AA3;HIST1H2AD;HIST1H2AG	Q99878;Q96KK5;Q9BTM1;Q16777;Q6FI13;P20671;P0C0S8;Q93077;Q7L7L0;P04908;Q71UI9;P0C0S5	3.66537794929274	1	0.12203223	6.735814869238562	1161
Prohibitin-2	PHB2	Q99623	3.638396487117181	1	0.13270487	6.779990837243581	1834
Phosphate carrier protein, mitochondrial	SLC25A3	Q00325	3.598496944521671	1	0.14557895	6.781458164181336	1445
Cytochrome b5 type B	CYB5B	O43169	3.474209427753468	1	0.077836283	5.15292463681017	1012
Voltage-dependent anion-selective channel protein 2	VDAC2	P45880	3.401081647040918	1	0.103125	5.331145674212035	1331
Myosin-14	MYH14	Q7Z406	3.383496219016155	1	0.29131654	7.199323483800771	706
Alkaline phosphatase, tissue-nonspecific isozyme	ALPL	P05186;REV__Q86WI3	3.342075553732322	1	0.066823639	4.490903199833064	123
Histone H1.5	HIST1H1B	P16401	3.332022827956376	1	0.19664063	6.171820505965529	1202
Lysozyme C	LYZ	P61626	3.327036688581224	1	0.059449978	4.290626654084572	461
Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	P38919	3.276171831360848	1	0.10227993	4.876892770766288	1316
Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	P54709	3.108760227588196	1	0.10825335	4.417412565180057	1376
Tropomyosin alpha-1 chain	TPM1	P09493	3.101315626158495	1	0.077978261	3.981436702582414	161
4F2 cell-surface antigen heavy chain	SLC3A2	P08195	3.095394537216475	1	0.16560073	4.974173417509643	148
Erlin-1	ERLIN1	O75477	3.090516573834513	1	0.12951428	4.603828831165564	1054
Histone H3.2;Histone H3.1t;Histone H3.3;Histone H3.1;Histone H3;Histone H3.3C	HIST2H3A;HIST3H3;H3F3A;HIST1H3A;HIST2H3PS2;H3F3C	Q71DI3;Q16695;P84243;P68431;Q5TEC6;Q6NXT2	3.052069235651057	1	0.16952036	4.861127977663469	520
Lipocalin-1;Putative lipocalin 1-like protein 1	LCN1;LCN1P1	P31025;Q5VSP4	2.954727304287299	1	0.1347449	4.240515373767391	1278
Histone H4	HIST1H4A	P62805	2.945749566644405	1	0.11162218	3.982018820167981	486
Tumor protein D52	TPD52	P55327	2.918977468489025	1	0.051935446	3.104673044692733	426
Mothers against decapentaplegic homolog 9;Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 2	SMAD9;SMAD3;SMAD2	O15198;P84022;Q15796	2.831588849302982	1	0.082910307	3.364045912336929	1000
Ras-related protein Rab-6A	RAB6A	P20340;Q9NRW1	2.818979693290366	1	0.1152307	3.682148710658034	229
Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	P04406;O14556	2.73326197318298	1	0.093190424	3.254945284615718	112
Fructose-bisphosphate aldolase A	ALDOA	P04075	2.721808628907748	1	0.069048345	2.950505031772569	1120
Basigin	BSG	P35613	2.721721731140828	1	0.12824963	3.554823324006815	320
Alpha-2-macroglobulin receptor-associated protein	LRPAP1	P30533	2.697878389403158	1	0.099389561	3.23826081581644	1273
LDLR chaperone MESD	MESDC2	Q14696	2.680822432253777	1	0.16617885	3.735750700170724	1533
60S ribosomal protein L4	RPL4	P36578	2.587000120596592	1	0.074644104	2.751075277165895	323
Cleft lip and palate transmembrane protein 1-like protein	CLPTM1L	Q96KA5	2.577506521274721	1	0.14791965	3.357837482656264	1812
Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	P13804	2.512465709851117	1	0.29207548	3.939358785354343	1186
Heterogeneous nuclear ribonucleoproteins C1/C2	HNRNPC	P07910;P0DMR1;O60812;B7ZW38;B2RXH8	2.438239111446272	1	0.16509701	3.151368221562009	146
Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E	HIST1H2AC;HIST3H2A;HIST1H2AB	Q99878;Q96KK5;Q9BTM1;Q16777;Q6FI13;P20671;P0C0S8;Q93077;Q7L7L0;P04908;Q71UI9;P0C0S5	2.432631146933353	1	0.24832116	3.549571553669022	1125
NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	P00387	2.413984090767133	1	0.30848023	3.740448961167331	1102
Large neutral amino acids transporter small subunit 1	SLC7A5	Q01650	2.39091932264796	1	0.16977812	3.075457472593552	540
Serine hydroxymethyltransferase, mitochondrial	SHMT2	P34897;P34896	2.387527278951421	1	0.4164063	4.019579474270969	1294
60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like	RPLP0;RPLP0P6	P05388;Q8NHW5	2.3780025295219	1	0.12026983	2.74757578156024	126
Ubiquitin-associated protein 2-like	UBAP2L	Q14157	2.370918178831442	1	0.13878569	2.854549128203411	1515
Pentatricopeptide repeat domain-containing protein 3, mitochondrial	PTCD3	Q96EY7	2.334243484790132	1	0.054560978	2.101071962000659	1793
Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	P42704	2.323481527679149	1	0.28957349	3.446758742401022	1322
Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	NSDHL	Q15738	2.316893599403279	1	0.19851677	3.062459579356414	1563
Guanine deaminase	GDA	Q9Y2T3	2.315928464142793	1	0.09763062	2.471718522976416	932
Unconventional myosin-Ib	MYO1B	O43795;Q9UBC5	2.306307264425602	1	0.09438999	2.430466517222991	46
Aspartate aminotransferase, mitochondrial	GOT2	P00505	2.305079250060423	1	0.36939842	3.661853992422601	1105
Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C	LTF	P02788;CON__Q29443;CON__Q0IIK2	2.276288916396116	1	0.1266989	2.600991614895822	103
Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1	Q969X5	2.275765818650033	1	0.21541415	3.050488017961382	1767
Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	Q07021	2.273889123471442	1	0.39911935	3.667995560640413	1466
116 kDa U5 small nuclear ribonucleoprotein component	EFTUD2	Q15029	2.237755909871961	1	0.18643855	2.844729778935719	1542
Histone H1.2;Histone H1.4;Histone H1.3	HIST1H1C	P16403;P10412;P16402;P22492;Q02539	2.233905442174475	1	0.21600609	2.96569744191628	1204
Minor histocompatibility antigen H13	HM13	Q8TCT9	2.205747069424707	1	0.24621066	3.025249115310608	1725
Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	P22695	2.176842981498513	1	0.40425417	3.442597409499677	1235
60 kDa heat shock protein, mitochondrial	HSPD1	P10809	2.163139494228218	1	0.33602667	3.22547858473157	176
ATP synthase subunit beta, mitochondrial	ATP5B	P06576	2.145158532299529	1	0.27178869	2.988434521593077	131
Vesicle-associated membrane protein-associated protein B/C	VAPB	O95292	2.118172113542229	1	0.28860542	2.986543245269784	1082
Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	P60709;Q6S8J3;A5A3E0;P0CG38;P0CG39;Q9BYX7	2.102446573526684	1	0.17860605	2.556806031126409	438
Folate receptor alpha	FOLR1	P15328	2.074734695185644	1	0.10407642	2.131822081081648	1196
GPI transamidase component PIG-S	PIGS	Q96S52	2.071271963941015	1	0.29136205	2.899300597382828	1821
Isoleucine--tRNA ligase, cytoplasmic	IARS	P41252	2.071074561563975	1	0.10540459	2.134553134370926	343
Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	ECH1	Q13011	2.056204250706987	1	0.36676157	3.075003506313836	1488
Vesicle-associated membrane protein-associated protein A	VAPA	Q9P0L0	2.054822345731708	1	0.23735651	2.69488458055671	2012
Acetyl-CoA acetyltransferase, mitochondrial	ACAT1	P24752	2.050247690285204	1	0.38641945	3.110845298191323	1246
Myosin regulatory light polypeptide 9	MYL9	P24844	2.049575430736109	1	0.27972952	2.821209364192785	255
B-cell receptor-associated protein 31	BCAP31	P51572	2.046393498404029	1	0.25802264	2.747370173753962	1365
Serpin H1	SERPINH1	P50454	2.045992726355976	1	0.28166753	2.820067119843512	391
Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	P09651;A0A2R8Y4L2;Q32P51	2.044126910251563	1	0.31035078	2.899852922611235	1157
78 kDa glucose-regulated protein	HSPA5	P11021	2.025354148072939	1	0.35441461	2.97907771493335	178
Complement decay-accelerating factor	CD55	P08174	2.009684779513577	1	0.18107763	2.40752295332087	1143
Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial	GLUD1;GLUD2	P00367;P49448	2.008973929682561	1	0.34178883	2.913456549960377	1101
Endoplasmin	HSP90B1	P14625;Q58FF3	1.997639339456761	1	0.38488922	2.995870101288751	199
40S ribosomal protein S3a	RPS3A	P61247	1.971699960185738	1	0.16547179	2.282197920729897	453
F-actin-capping protein subunit beta	CAPZB	P47756	1.943184345875906	1	0.12717304	2.06705872727783	369
Emerin	EMD	P50402	1.942073557904987	1	0.3328549	2.759350076315118	1357
Histone H2A type 1-A;Histone H2AX	HIST1H2AA;H2AFX	Q96QV6;P16104	1.932308600318017	1	0.48355561	3.066844512563461	1199
DnaJ homolog subfamily B member 11	DNAJB11	Q9UBS4	1.929888558471376	1	0.17555566	2.256838878382399	2023
Dihydrolipoyl dehydrogenase, mitochondrial	DLD	P09622	1.928606502238384	1	0.33650458	2.742701245489729	1156
ER membrane protein complex subunit 1	EMC1	Q8N766	1.90270631624881	1	0.19366878	2.281157281790975	1694
HLA class I histocompatibility antigen, B-7 alpha chain	HLA-B	P01889	1.899658756293768	1	0.18474099	2.244232355820869	100
Actin-related protein 3	ACTR3	P61158;Q9P1U1;Q9C0K3	1.896778963506854	1	0.22270405	2.369375895580904	448
60S ribosomal protein L18	RPL18	Q07020	1.892297949648036	1	0.13050313	2.011008055649749	560
Interleukin enhancer-binding factor 2	ILF2	Q12905	1.882108236052002	1	0.33567858	2.653748913732666	1483
Flotillin-1	FLOT1	O75955	1.870470011625454	1	0.23505291	2.364664724829873	1070
Unconventional myosin-Ic	MYO1C	O00159	1.85039642893382	1	0.33387202	2.591839610899515	5
Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	TFRC	P02786	1.84697430475854	1	0.31201655	2.533535324635753	102
Translocon-associated protein subunit alpha	SSR1	P43307	1.843512932925417	1	0.37360445	2.66830757797829	1327
Protein disulfide-isomerase	P4HB	P07237	1.822702467975937	1	0.38917929	2.662630430675136	140
Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	RPS27A;UBA52;UBB;UBC	P62979;P62987;P0CG47;P0CG48	1.807842322802898	1	0.17405269	2.068411279069894	1418
CAAX prenyl protease 1 homolog	ZMPSTE24	O75844	1.793868042074763	1	0.25189972	2.289600281743463	1066
Pachytene checkpoint protein 2 homolog	TRIP13	Q15645	1.765850227914601	1	0.19448921	2.077352027640827	647
Kinectin	KTN1	Q86UP2	1.76129362383762	1	0.40625158	2.58486458023372	1665
Membrane-associated progesterone receptor component 2	PGRMC2	O15173	1.753584878553976	1	0.3493517	2.456914660968997	999
Actin-related protein 2	ACTR2	P61160	1.743170403047728	1	0.20553924	2.079252785303595	449
Reticulocalbin-1	RCN1	Q15293	1.736437009016846	1	0.26788172	2.241368903668219	635
Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	P31930	1.713390844863586	1	0.45208964	2.582226239328861	1281
Glucosidase 2 subunit beta	PRKCSH	P14314	1.706056534069464	1	0.34136009	2.360789297002013	197
Histone H2A.V;Histone H2A.Z	H2AFV;H2AFZ	Q71UI9;P0C0S5	1.699775014232898	1	0.56383198	2.733832264055442	1160
THO complex subunit 4	ALYREF	Q86V81	1.687276331669871	1	0.25987259	2.146575329602907	708
Stomatin-like protein 2, mitochondrial	STOML2	Q9UJZ1	1.680574499962386	1	0.52980626	2.647611735024958	2039
Transmembrane emp24 domain-containing protein 2	TMED2	Q15363	1.676919491810832	1	0.27611631	2.170476143862634	1553
Calmodulin-3	CALM3	P0DP25;P0DP24;P0DP23;P02585	1.671459401072013	1	0.21632344	2.00911893753113	171
ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed;ADP/ATP translocase 1;ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	SLC25A5	P12236;P12235;P05141	1.662208645486412	1	0.31898952	2.243863703762655	1128
Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type 1-K	HIST1H2BH;HIST2H2BF;HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BC;HIST1H2BD;HIST1H2BK	Q93079;Q5QNW6;Q99880;Q99879;Q99877;P62807;P58876;O60814	1.661282422779564	1	0.52845395	2.610433786587902	1604
3-hydroxyacyl-CoA dehydrogenase type-2	HSD17B10	Q99714	1.652212725622046	1	0.51951271	2.580783097428367	1836
Calumenin	CALU	O43852	1.583806698571909	1	0.3782346	2.237004194033051	48
Sigma non-opioid intracellular receptor 1	SIGMAR1	Q99720	1.566300376868199	1	0.3757641	2.205668024155087	1837
Brain acid soluble protein 1	BASP1	P80723	1.531261373933638	1	0.33254981	2.075009683802959	527
Lamin-B1	LMNB1	P20700	1.531144976663967	1	0.64577216	2.533662389061373	1223
Protein disulfide-isomerase A6	PDIA6	Q15084	1.507707598284085	1	0.32422674	2.025890809430883	629
Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	PLOD3	O60568	1.490813396913126	1	0.33266029	2.017843610767539	1036
Lanosterol 14-alpha demethylase	CYP51A1	Q16850	1.485719353722146	1	0.4695254	2.230517451715113	1576
Heat shock protein HSP 90-beta	HSP90AB1	P08238;Q58FF7;Q14568;Q58FF8;Q58FF6	1.436015985618596	1	0.405435	2.061846924669267	149
Transitional endoplasmic reticulum ATPase	VCP	P55072	1.43318988265376	1	0.36964622	2.001353701629686	425
NADPH--cytochrome P450 reductase	POR	P16435	1.399942826796558	1	0.45420218	2.080877502990136	1205
Carbamoyl-phosphate synthase [ammonia], mitochondrial	CPS1	P31327	1.347933119112188	1	0.4654527	2.022035991972782	299
Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	P11177	1.345414853817744	1	0.56397653	2.138613653962364	1171
Protein disulfide-isomerase A3	PDIA3	P30101	1.326520516874886	1	0.51651603	2.055663781193309	292
Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	OXCT1	P55809;Q9BYC2	1.239901961383829	1	0.66012859	2.084253146146541	1386
Heterogeneous nuclear ribonucleoprotein K	HNRNPK	P61978	4.522822142589888	0	0.00025664951	0.5240721960232761	464
Heterogeneous nuclear ribonucleoprotein R;Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	O43390;O60506	3.745297745305589	0	0.0017956555	0.50016608706789	1035
SPARC-related modular calcium-binding protein 1	SMOC1	Q9H4F8	3.554939595034227	0	0.00098995888	0.6827565968961627	857
Endoglin	ENG	P17813	3.460689835078647	0	0.11021825	0.1764164101219127	1211
BPI fold-containing family A member 1	BPIFA1	Q9NP55	3.323097166334581	0	0.004074065	0.5237226137473187	1943
dCTP pyrophosphatase 1	DCTPP1	Q9H773	3.115694285156788	0	0.065493941	0.262084624528205	859
Leucine-rich repeat-containing protein 47	LRRC47	Q8N1G4	3.03500540118138	0	0.0086677633	0.5094765390917997	720
Small nuclear ribonucleoprotein Sm D1	SNRPD1	P62314	2.996416320285078	0	0.0054555656	0.6015447238354724	477
Importin subunit beta-1	KPNB1	Q14974	2.965723024952148	0	0.0094908234	0.5201403963283989	624
Ras GTPase-activating protein-binding protein 2	G3BP2	Q9UN86	2.957132788380854	0	0.0068597766	0.5769656367957661	919
DNA-directed RNA polymerase, mitochondrial	POLRMT	O00411	2.914666641893	0	0.0095770834	0.5374118355837674	969
Poliovirus receptor	PVR	P15151	2.882157325905588	0	0.010450765	0.5354020480392395	1193
Transmembrane emp24 domain-containing protein 9	TMED9	Q9BVK6	2.867712625828368	0	0.0057292311	0.6480563440309824	1874
Cofilin-1	CFL1	P23528;Q9Y281	2.809672620309538	0	0.012874753	0.5287246278457767	252
Cytidine deaminase	CDA	P32320	2.792005318726577	0	0.16205497	0.2497111771735548	305
PERQ amino acid-rich with GYF domain-containing protein 2	GIGYF2	Q6Y7W6	2.781706809566341	0	0.016198788	0.5030628781589093	698
Proton myo-inositol cotransporter	SLC2A13	Q96QE2	2.749134876996138	0	0.015075264	0.5258051390070357	800
